X,Y,OBJECTID,PNT_GIS_ID,NAME,ORG_NAME,CATEGORY,POSTAL_CODE,PHONE_NO,PHONE_EXT,MAIN_INTERSECTION,TYPE,SUBSIDIZED,CWELCC,PROVIDDISP,FULL_ADDRESS,UNIT_NUMBER,COMMUNITY,MUNICIPALITY
624573.374,4850690.5,612,137437,Westminster First Base,YMCA of Greater Toronto,Child Care Centre,L4J 2P3,(416) 471-8111,,Milner Gate & Mullen Drive,Centre Based Child Care,Yes,Yes,WESTM03,366 Mullen Drive,,Thornhill,Vaughan
622839.288,4899760.8124,613,211737,Upper Canada Child Care at W.J. Watson PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4P 3P2,(905) 476-5437,,Woodbine Avenue & Wexford Drive,Centre Based Child Care,Yes,Yes,UPPER58,162 Carrick Avenue,,Keswick,Georgina
631269.7658,4871560.4653,614,220740,Whitchurch Highlands YMCA Before and After School Program,YMCA of Greater Toronto,Child Care Centre,L4A 7X5,(905) 640-7632,,Warden Avenue & Bloomington Road,Centre Based Child Care,Yes,Yes,WHITC01,13812 Warden Avenue,,Whitchurch-Stouffville,Whitchurch-Stouffville
641222.4024,4859436.7205,615,18565,Upper Canada Child Care at William Armstrong PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3P 3G6,(905) 471-4099,,Highway 7 & Markham Road,Centre Based Child Care,Yes,Yes,UPPER59,11 Major Buttons Drive,,Markham,Markham
628823.7328,4854127.0018,616,33944,Willowbrook YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L3T 4X6,(905) 832-5204,,Bayview Avenue & John Street,Centre Based Child Care,Yes,Yes,WILLO04,45 Willowbrook Avenue,,Thornhill,Markham
623316.0606,4852242.9511,617,213671,Upper Canada Child Care at Wilshire ES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4J 7S8,(905) 709-2273,,Dufferin/Centre St,Centre Based Child Care,Yes,Yes,UPPER60,265 Beverly Glen Boulevard,,Thornhill,Vaughan
622468.313,4867802.75,618,75306,Windham Ridge YMCA Before & After School Age Program,YMCA of Greater Toronto,Child Care Centre,L4E 3Y4,(416) 561-5900,,Yonge Street & Bloomington Road,Centre Based Child Care,Yes,Yes,WINDH02,32 Red Cardinal Trail,,Richmond Hill,Richmond Hill
622964.0253,4872639.1476,619,148890,Wisdom Village Montessori School,Wisdom Village Montessori School Inc.,Child Care Centre,L4G 1M3,(647) 622-2138,,Yonge St & Wellington St E,Centre Based Child Care,No,No,WISDO01,15117 Yonge Street ,Unit 1,Aurora,Aurora
631556.21,4855659.18,620,18631,Wishing Well Montessori Schools,,Child Care Centre,L3R 9R4,(905) 470-9751,,Highway 7 & Woodbine Avenue,Centre Based Child Care,No,Yes,WISHI01,30 - 455 Cochrane Drive,,Markham,Markham
638585.5601,4862022.1886,621,337387,Upper Canada Child Care at Wismer PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6E 1E6,(905) 202-4310,,16th Avenue & Highway 48,Centre Based Child Care,Yes,Yes,UPPER61,171 Mingay Avenue,,Markham,Markham
622260.2419,4849147.746,622,357022,Wonderland Day Care Inc.,Wonderland Home Day Care Inc.,Child Care Centre,L4K 1E8,(905) 760-9607,,Steeles Avenue/Alness Street,Centre Based Child Care,Yes,Yes,WONDE01,1301 Alness Street,,Vaughan,Vaughan
618119.036,4852763.703,623,259693,Wonderland Child Care Centre,2264821 Ontario Inc.,Child Care Centre,L4K 2M9,(289) 597-5737,,Jane Street & Rutherford Road,Centre Based Child Care,Yes,Yes,WONDE04,8750 Jane Street ,Unit 18,Concord,Vaughan
613071.625,4848458.5,624,200932,Woodbridge Public School Child Care Centre,Centered on Children Child Care Centre,Child Care Centre,L4L 1J7,(647) 746-5437,,Hwy # 7 & Kipling Avenue,Centre Based Child Care,Yes,Yes,WOODB02,60 Burwick Avenue,,Woodbridge,Vaughan
642114.189,4860697.4953,625,63689,Woodhaven Junior Y,YMCA of Greater Toronto,Child Care Centre,L6B 1E1,(905) 472-3320 ,Ext.534,Highway 7 & 9th Line,Centre Based Child Care,Yes,Yes,WOODH02,380 Church Street,,Markham,Markham
634538.1841,4855391.3576,626,296880,Yip's Music & Montessori School (Markham),Yip's Children's Choral & Performing Arts Centre,Child Care Centre,L3R 9Y1,(905) 513-0955 ,Ext.2300,Warden Avenue & 14th Avenue,Centre Based Child Care,No,Yes,YIP S02,28 Crown Steel Drive ,Unit 19,Markham,Markham
637062.313,4855929.0,627,47612,Yip's Music & Montessori School - Unionville,Yip's Music & Montessori Elementary Private School Inc.,Child Care Centre,L3R 8G2,(905) 752-0275 ,Ext.2200,14th Avenue & Brimley Road,Centre Based Child Care,No,Yes,YIP S05,100 Lee Avenue,,Unionville,Markham
624483.938,4858641.75,628,103123,Mackenzie Health Child Care & Early Learning Centre,Mackenzie Health,Child Care Centre,L4C 4Z3,(905) 883-1212 ,Ext.3996,Bathurst Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,MACKE02,10 Trench Street,,Richmond Hill,Richmond Hill
622912.531,4872868.0,629,138448,York Professional Care & Education - PHDC,York Professional Care & Education Inc.,Child Care Centre,L4G 1L8,(905) 841-1314 ,Ext.332,Yonge Street & Wellington Street,Home Based  Child Care,Yes,Yes,YORK 02,15203 Yonge Street,,Aurora,Aurora
633761.164,4889681.896,630,194676,York Professional Adventure Camp,York Professional Care & Education Inc.,Child Care Centre,L0G 1M0,(905) 841-1314 ,Ext.321,Highway 48 and Mount Albert Side Road,Centre Based Child Care,Yes,No,YORK 13,19794 Highway 48,,Mount Albert,East Gwillimbury
628987.3646,4861251.4636,631,90126,York Montessori School,2121410 Ontario Inc.,Child Care Centre,L4S 1P1,(905) 508-2000,,Leslie Street & Elgin Mills Road,Centre Based Child Care,Yes,No,YORK 14,10533 Leslie Street,,Richmond Hill,Richmond Hill
642650.6428,4857974.2166,632,40320,York Montessori Private School,York Montessori Private School Inc.,Child Care Centre,L6B 1A8,(905) 294-4415,,14th Avenue & Boxgrove by-pass (9th line),Centre Based Child Care,Yes,Yes,YORK 08,6890 14th Avenue,,Markham,Markham
635915.5769,4889399.9071,633,391331,York Home Childcare Agency Inc,,Child Care Centre,L0G 1M0,(416) 930-5437,,Mount Albert Road & Yok Durham Line,Home Based  Child Care,No,No,YORK 15,16 Ridge Gate Crescent,,Mount Albert,East Gwillimbury
625732.3324,4851286.1643,634,198337,Yorkhill YMCA Childcare,YMCA of Greater Toronto,Child Care Centre,L4J 5K2,(905) 482-2242,,Bathurst Street & Clark Avenue,Centre Based Child Care,Yes,Yes,YORKH05,350 Hilda Avenue,,Thornhill,Vaughan
625155.156,4851941.5,635,168033,Kayla's Children Centre,Kayla's Children Centre,Child Care Centre,L4J 8C9,(905) 738-5542 ,Ext.225,Bathurst Street & Clark Avenue,Centre Based Child Care,Yes,Yes,KAYLA01,36 Atkinson Avenue,,Thornhill,Vaughan
616535.5796,4851740.5917,636,221899,Zoe's Tender Years Child Care Centre,Zoe's Tender Years Childcare Inc.,Child Care Centre,L4L 9R4,(905) 851-6005 ,Ext.221,Weston Road & Langstaff Road,Centre Based Child Care,Yes,Yes,ZOE S01,8551 Weston Road ,Unit 7-8,Woodbridge,Vaughan
